Bn;Un;Ln;Cn;Dn;Dn-Cn;n;k
167;27876;7;894860;1002409;107549;76000;49;
280;28527;8;876497;904881;28384;77000;0;
340;28277;8;1022198;1156324;134126;77000;1;
480;28226;7;786961;1261190;474229;77000;2;
204;28201;7;792587;1198301;405714;77000;3;
201;28249;8;1050831;1051042;211;77000;4;
250;28243;7;836876;1067073;230197;77000;5;
705;28382;8;849383;1101000;251617;77000;6;
424;28419;8;799605;1132044;332439;77000;7;
111;28427;8;827586;1283007;455421;77000;8;
116;28314;7;833197;1181845;348648;77000;9;
161;28267;8;913013;1220084;307071;77000;10;
556;28105;8;1002680;1336140;333460;77000;11;
103;28341;7;859615;1114773;255158;77000;12;
361;28332;7;955243;1125703;170460;77000;13;
301;28313;8;794148;929843;135695;77000;14;
293;28302;8;914529;1039551;125022;77000;15;
281;28258;7;869996;1043097;173101;77000;16;
496;28257;7;828713;948821;120108;77000;17;
191;28328;8;936197;1100382;164185;77000;18;
474;28389;9;847266;1023542;176276;77000;19;
625;28344;8;1214894;1236068;21174;77000;20;
176;28276;7;939141;1135844;196703;77000;21;
589;28425;8;909384;1154392;245008;77000;22;
232;28288;8;1036056;1183220;147164;77000;23;
172;28413;8;876883;1158045;281162;77000;24;
198;28249;8;816467;1155373;338906;77000;25;
529;28254;7;1012776;1140273;127497;77000;26;
345;28382;7;921685;1424380;502695;77000;27;
355;28211;8;1039763;1217366;177603;77000;28;
506;28310;8;884941;1050809;165868;77000;29;
55;28179;7;861093;1049282;188189;77000;30;
270;28204;7;929441;1189364;259923;77000;31;
400;28328;8;923552;977519;53967;77000;32;
463;28364;7;906276;1099795;193519;77000;33;
120;28456;8;830731;1312196;481465;77000;34;
421;28345;8;962396;1094174;131778;77000;35;
237;28305;7;1044318;1243227;198909;77000;36;
426;28326;8;828375;1009509;181134;77000;37;
301;28238;7;862760;971331;108571;77000;38;
328;28300;8;1039134;1133249;94115;77000;39;
668;28307;9;909781;1021327;111546;77000;40;
420;28307;7;892773;1044621;151848;77000;41;
394;28360;7;867289;1044105;176816;77000;42;
218;28401;8;880424;1077365;196941;77000;43;
213;28219;7;1053658;1073418;19760;77000;44;
141;28385;7;774653;1166504;391851;77000;45;
466;28122;7;927002;1011102;84100;77000;46;
366;28190;8;871411;1104381;232970;77000;47;
327;28364;8;803014;1135267;332253;77000;48;
158;28188;7;1049952;1242950;192998;77000;49;
494;28607;7;990450;1178810;188360;78000;0;
119;28713;8;872647;1018328;145681;78000;1;
410;28745;7;883579;1255710;372131;78000;2;
272;28683;9;1074540;1097204;22664;78000;3;
269;28617;8;887851;1184819;296968;78000;4;
170;28617;7;888522;950685;62163;78000;5;
99;28549;8;908145;1079337;171192;78000;6;
114;28654;7;787419;1215720;428301;78000;7;
146;28611;7;893568;1042256;148688;78000;8;
246;28600;7;1202499;1221245;18746;78000;9;
521;28695;7;891962;1197699;305737;78000;10;
280;28656;7;954454;1108144;153690;78000;11;
270;28656;8;1125769;1186038;60269;78000;12;
431;28730;7;824429;1254925;430496;78000;13;
511;28644;8;971833;1155178;183345;78000;14;
349;28774;8;960378;1174869;214491;78000;15;
530;28629;7;855723;1139162;283439;78000;16;
827;28661;7;925373;1193343;267970;78000;17;
702;28760;8;1055937;1118612;62675;78000;18;
160;28806;8;916379;1103911;187532;78000;19;
176;28747;9;840013;1153982;313969;78000;20;
69;28646;7;901545;1404104;502559;78000;21;
217;28717;8;913948;1185472;271524;78000;22;
221;28624;7;903339;1126893;223554;78000;23;
726;28579;8;961764;1002267;40503;78000;24;
269;28588;8;827227;1119387;292160;78000;25;
423;28707;7;928770;1084124;155354;78000;26;
359;28805;7;877279;1038339;161060;78000;27;
645;28765;8;1060838;1109186;48348;78000;28;
165;28602;8;872140;1445813;573673;78000;29;
195;28646;8;767989;1017069;249080;78000;30;
191;28850;7;858548;1032045;173497;78000;31;
857;28735;10;917606;1150816;233210;78000;32;
162;28762;7;865093;1264696;399603;78000;33;
391;28740;7;883388;970014;86626;78000;34;
937;28593;8;858700;1245609;386909;78000;35;
236;28852;7;798506;999003;200497;78000;36;
333;28899;8;867748;1095452;227704;78000;37;
177;28601;9;833085;1078640;245555;78000;38;
576;28693;8;1083076;1195491;112415;78000;39;
185;28692;7;1012504;1186765;174261;78000;40;
457;28632;7;997848;1078527;80679;78000;41;
543;28818;8;826073;1043455;217382;78000;42;
392;28525;8;891922;1523239;631317;78000;43;
689;28765;7;822822;1283986;461164;78000;44;
400;28607;7;1003406;1027406;24000;78000;45;
775;28692;8;1076385;1148903;72518;78000;46;
468;28771;8;1121567;1195570;74003;78000;47;
375;28678;8;966449;1270828;304379;78000;48;
409;28613;9;1078598;1161577;82979;78000;49;
267;29066;7;1021399;1231331;209932;79000;0;
469;29012;8;944047;1211012;266965;79000;1;
274;28993;8;860755;1087570;226815;79000;2;
419;29148;8;847313;1105407;258094;79000;3;
330;29266;8;1111092;1128616;17524;79000;4;
297;28942;7;854257;1283190;428933;79000;5;
372;29127;8;807554;980241;172687;79000;6;
311;29104;7;951500;1161235;209735;79000;7;
486;29205;8;845819;1065203;219384;79000;8;
258;29028;7;860431;1206017;345586;79000;9;
334;28974;7;945339;1027665;82326;79000;10;
553;29093;7;944020;1264654;320634;79000;11;
511;29102;8;940072;1419994;479922;79000;12;
409;29156;8;878160;1129421;251261;79000;13;
141;29022;8;948057;1128941;180884;79000;14;
408;29188;8;1032648;1171839;139191;79000;15;
80;29117;7;1159248;1242956;83708;79000;16;
376;29119;7;940820;1052840;112020;79000;17;
601;29176;8;857336;1094388;237052;79000;18;
399;29034;8;972718;1001443;28725;79000;19;
179;28821;7;776844;1018374;241530;79000;20;
494;28969;8;789333;1052514;263181;79000;21;
51;28951;8;931885;1077847;145962;79000;22;
126;28947;7;1002658;1108421;105763;79000;23;
744;29023;8;785778;1090420;304642;79000;24;
255;28919;7;958859;1142697;183838;79000;25;
599;29061;8;909202;1062946;153744;79000;26;
49;28968;8;793906;1060702;266796;79000;27;
145;28992;8;1028756;1072035;43279;79000;28;
634;29051;8;1159945;1191801;31856;79000;29;
329;28877;8;853428;966677;113249;79000;30;
310;29087;7;895617;1399038;503421;79000;31;
672;29071;7;1005164;1250776;245612;79000;32;
21;29128;8;1083393;1325451;242058;79000;33;
656;28992;7;910048;1069739;159691;79000;34;
347;28989;7;756137;1133297;377160;79000;35;
307;29090;7;962182;1260128;297946;79000;36;
74;29070;8;895502;1121144;225642;79000;37;
438;28841;7;850495;1268323;417828;79000;38;
184;29183;7;910895;1046134;135239;79000;39;
280;29033;8;813377;1113184;299807;79000;40;
455;28878;8;898493;1132044;233551;79000;41;
439;29033;7;820976;1094446;273470;79000;42;
144;28938;8;916451;1042643;126192;79000;43;
114;28983;7;891410;1063185;171775;79000;44;
419;29222;7;1145412;1273927;128515;79000;45;
287;29085;7;1170546;1238225;67679;79000;46;
561;29128;8;927166;1301562;374396;79000;47;
45;29068;8;1267124;1286444;19320;79000;48;
451;29054;8;824864;1145653;320789;79000;49;
291;29389;8;951267;1205020;253753;80000;0;
338;29499;8;931047;1048362;117315;80000;1;
497;29464;8;983184;1110012;126828;80000;2;
575;29492;8;864630;1154944;290314;80000;3;
576;29316;7;1043415;1133215;89800;80000;4;
363;29372;8;1071356;1107998;36642;80000;5;
371;29326;8;965997;1175787;209790;80000;6;
178;29306;8;913356;1120701;207345;80000;7;
651;29393;8;912914;1413759;500845;80000;8;
135;29494;7;1061297;1116930;55633;80000;9;
468;29319;8;860826;1157173;296347;80000;10;
437;29484;7;829551;1066670;237119;80000;11;
646;29582;8;1071693;1262808;191115;80000;12;
190;29414;8;969022;1226216;257194;80000;13;
232;29398;7;1031704;1228552;196848;80000;14;
506;29391;8;931811;1152444;220633;80000;15;
457;29456;8;916253;1191084;274831;80000;16;
317;29415;8;848349;1177890;329541;80000;17;
323;29535;8;1229227;1422946;193719;80000;18;
242;29532;8;999259;1188899;189640;80000;19;
486;29479;8;824013;1105337;281324;80000;20;
79;29472;7;1167219;1190546;23327;80000;21;
216;29262;8;1137717;1163694;25977;80000;22;
302;29426;9;959346;1038913;79567;80000;23;
774;29401;7;803514;1119113;315599;80000;24;
84;29287;9;956960;1139007;182047;80000;25;
180;29561;8;858784;1069156;210372;80000;26;
249;29406;7;900638;1171239;270601;80000;27;
283;29566;7;840562;1237452;396890;80000;28;
188;29539;7;906561;1328042;421481;80000;29;
326;29504;8;883168;1159747;276579;80000;30;
49;29573;9;954632;1112551;157919;80000;31;
493;29332;9;939037;1049499;110462;80000;32;
326;29532;7;1094560;1206133;111573;80000;33;
86;29326;8;1042744;1245786;203042;80000;34;
327;29464;7;996513;1140337;143824;80000;35;
435;29386;8;837438;1086367;248929;80000;36;
217;29395;7;917506;1159904;242398;80000;37;
278;29435;7;894967;1102565;207598;80000;38;
589;29510;7;926608;1322054;395446;80000;39;
131;29426;9;903630;1296955;393325;80000;40;
338;29574;8;924448;1151160;226712;80000;41;
164;29358;7;1009175;1013636;4461;80000;42;
353;29298;8;862350;1108207;245857;80000;43;
124;29511;7;952638;1063809;111171;80000;44;
84;29515;8;1079768;1265590;185822;80000;45;
623;29374;9;900815;1277101;376286;80000;46;
229;29395;7;855002;1466685;611683;80000;47;
327;29462;8;831126;1134720;303594;80000;48;
578;29408;7;874695;1374891;500196;80000;49;
457;29758;8;1072481;1162084;89603;81000;0;
140;29786;8;1198758;1401045;202287;81000;1;
627;29832;7;983042;1143481;160439;81000;2;
744;29803;7;1321240;1337311;16071;81000;3;
122;29914;8;957048;1161632;204584;81000;4;
288;29700;8;1048165;1191818;143653;81000;5;
97;29691;7;961125;996503;35378;81000;6;
71;29614;8;1014002;1310103;296101;81000;7;
592;29644;8;853109;1119309;266200;81000;8;
115;29865;8;929000;1159506;230506;81000;9;
169;29957;8;979995;1356476;376481;81000;10;
267;29761;7;1037423;1197968;160545;81000;11;
132;30031;7;933373;1057578;124205;81000;12;
202;29735;7;952275;1303568;351293;81000;13;
97;29909;8;1017547;1143526;125979;81000;14;
202;29774;7;964320;1183793;219473;81000;15;
296;29833;8;888124;1110620;222496;81000;16;
559;29794;8;1052238;1102483;50245;81000;17;
469;29706;7;828672;1129919;301247;81000;18;
177;29922;8;953948;1007161;53213;81000;19;
193;29921;7;865118;1200311;335193;81000;20;
505;29680;9;1002651;1164930;162279;81000;21;
123;29869;7;822720;1187374;364654;81000;22;
539;29905;8;1075390;1120698;45308;81000;23;
146;29835;7;1033396;1104113;70717;81000;24;
253;29673;7;901383;1282124;380741;81000;25;
223;29893;9;908450;1263795;355345;81000;26;
620;29768;8;935603;1221676;286073;81000;27;
221;29807;7;911847;1216803;304956;81000;28;
261;29680;8;904296;1090944;186648;81000;29;
79;29894;7;893064;1105644;212580;81000;30;
299;29832;10;918485;1087175;168690;81000;31;
662;29743;7;1019097;1282261;263164;81000;32;
326;29935;8;881830;1131648;249818;81000;33;
192;29725;7;1131831;1307329;175498;81000;34;
245;29856;8;1088799;1120564;31765;81000;35;
469;29678;8;881313;1093589;212276;81000;36;
431;29737;8;1031962;1149859;117897;81000;37;
266;29766;7;1025882;1157378;131496;81000;38;
704;29798;9;870421;1207714;337293;81000;39;
245;29760;8;885293;1034647;149354;81000;40;
297;29723;8;895728;1145383;249655;81000;41;
579;29758;8;812395;1105988;293593;81000;42;
399;29890;8;973911;1224395;250484;81000;43;
319;29780;8;906569;1034448;127879;81000;44;
440;29651;8;944076;1163874;219798;81000;45;
281;29870;7;910816;1147064;236248;81000;46;
735;30012;8;990147;1209767;219620;81000;47;
441;29578;8;1038790;1161096;122306;81000;48;
483;29851;8;1010572;1067670;57098;81000;49;
92;30171;8;1113760;1314249;200489;82000;0;
670;30145;7;1254851;1390106;135255;82000;1;
721;30198;8;897853;1353680;455827;82000;2;
361;30225;8;1032902;1128870;95968;82000;3;
485;30312;8;915234;1298822;383588;82000;4;
382;29972;8;869775;1167280;297505;82000;5;
173;30214;8;776962;1216363;439401;82000;6;
231;30335;7;1251138;1252754;1616;82000;7;
579;30399;7;842957;1128225;285268;82000;8;
280;30132;9;959427;1302007;342580;82000;9;
604;30146;8;843590;1065096;221506;82000;10;
341;30097;8;887327;1083548;196221;82000;11;
239;30332;7;967610;1125438;157828;82000;12;
586;30080;8;915908;1206665;290757;82000;13;
245;30028;8;1085622;1333026;247404;82000;14;
304;30377;8;930615;1124281;193666;82000;15;
24;30187;7;897179;1367468;470289;82000;16;
652;30143;8;913651;1084284;170633;82000;17;
767;30222;8;995785;1285813;290028;82000;18;
423;30284;8;837951;1251800;413849;82000;19;
577;30130;8;827767;1252905;425138;82000;20;
483;30124;7;941371;1073941;132570;82000;21;
47;30217;7;1028171;1121281;93110;82000;22;
103;30286;7;1087165;1257792;170627;82000;23;
783;30299;8;959901;1042410;82509;82000;24;
391;30146;7;893428;1178816;285388;82000;25;
200;30176;10;938240;1212108;273868;82000;26;
228;30135;8;995542;1182730;187188;82000;27;
398;30303;7;867074;1130760;263686;82000;28;
280;30193;8;949811;1052873;103062;82000;29;
170;29999;8;880169;1369393;489224;82000;30;
196;30194;8;981073;1273162;292089;82000;31;
461;30064;8;1055601;1195971;140370;82000;32;
397;30353;7;1232940;1321904;88964;82000;33;
269;30121;9;940181;1119189;179008;82000;34;
186;30161;7;914705;1173496;258791;82000;35;
413;30422;7;1127147;1239734;112587;82000;36;
841;30112;8;805722;1121930;316208;82000;37;
259;29911;7;1342864;1377253;34389;82000;38;
301;30099;9;1095493;1175456;79963;82000;39;
240;30141;8;934322;1295087;360765;82000;40;
928;29943;8;900718;1214887;314169;82000;41;
954;30212;8;1415854;1428657;12803;82000;42;
389;30239;8;863540;1197828;334288;82000;43;
686;29884;7;842249;1120973;278724;82000;44;
151;30254;8;1467473;1529058;61585;82000;45;
296;30137;8;1041808;1068626;26818;82000;46;
730;30038;7;923056;1182445;259389;82000;47;
128;30231;8;982766;1160248;177482;82000;48;
479;30154;8;1041251;1242777;201526;82000;49;
135;30777;8;1437893;1601711;163818;83000;0;
625;30643;8;1033287;1430227;396940;83000;1;
315;30494;7;954467;1218410;263943;83000;2;
136;30570;7;978911;1252258;273347;83000;3;
183;30304;8;954744;1290178;335434;83000;4;
615;30531;7;944808;1276223;331415;83000;5;
91;30663;8;915722;1175252;259530;83000;6;
703;30602;7;1002843;1475343;472500;83000;7;
409;30428;7;935633;1178426;242793;83000;8;
231;30465;7;1099160;1332953;233793;83000;9;
909;30354;7;957720;1155853;198133;83000;10;
628;30642;7;883109;1159420;276311;83000;11;
641;30636;7;1184439;1321738;137299;83000;12;
801;30418;9;847763;1138170;290407;83000;13;
229;30483;7;1160679;1244766;84087;83000;14;
379;30577;7;914521;1102910;188389;83000;15;
896;30505;7;958946;1224953;266007;83000;16;
416;30422;8;1071322;1102757;31435;83000;17;
528;30625;8;929922;1470931;541009;83000;18;
570;30591;8;985900;1249952;264052;83000;19;
252;30421;7;1010753;1252401;241648;83000;20;
776;30623;8;913934;1119644;205710;83000;21;
321;30471;8;998007;1201561;203554;83000;22;
390;30621;7;1038188;1218500;180312;83000;23;
378;30579;8;916844;1282252;365408;83000;24;
236;30639;8;896709;1315378;418669;83000;25;
647;30403;8;992256;1188349;196093;83000;26;
300;30632;7;865655;1080388;214733;83000;27;
130;30572;8;981691;1114610;132919;83000;28;
135;30661;7;974476;1377940;403464;83000;29;
362;30434;8;958625;1081913;123288;83000;30;
592;30538;8;978439;1192617;214178;83000;31;
95;30514;7;1000099;1155716;155617;83000;32;
166;30490;9;1006905;1132640;125735;83000;33;
176;30578;9;1001220;1160880;159660;83000;34;
287;30586;7;1288637;1339572;50935;83000;35;
696;30433;8;1076423;1253652;177229;83000;36;
446;30548;9;846376;1220908;374532;83000;37;
760;30446;7;975184;1044983;69799;83000;38;
605;30564;7;895783;1183370;287587;83000;39;
279;30459;8;962727;1297120;334393;83000;40;
421;30504;7;1111543;1203530;91987;83000;41;
465;30534;7;1021885;1213853;191968;83000;42;
335;30557;8;916384;1062896;146512;83000;43;
336;30489;8;1053036;1353744;300708;83000;44;
531;30452;8;867571;1227207;359636;83000;45;
292;30664;8;804851;1072797;267946;83000;46;
553;30453;7;777478;1088768;311290;83000;47;
379;30563;7;955527;1260012;304485;83000;48;
454;30540;7;881487;1103884;222397;83000;49;
248;30792;8;1071766;1261874;190108;84000;0;
178;30983;8;872071;1174613;302542;84000;1;
429;30833;8;1029720;1205068;175348;84000;2;
194;30945;8;996377;1053830;57453;84000;3;
778;30950;8;1027596;1135979;108383;84000;4;
605;30670;7;884929;1252579;367650;84000;5;
156;30898;8;954575;1412374;457799;84000;6;
341;30962;9;967708;1068681;100973;84000;7;
417;30664;8;1139419;1264272;124853;84000;8;
656;30943;7;1083612;1224357;140745;84000;9;
437;30998;9;907512;1338317;430805;84000;10;
168;31118;8;1174873;1279962;105089;84000;11;
494;30694;8;989552;1161595;172043;84000;12;
491;30931;8;980924;1418085;437161;84000;13;
286;30950;8;1003579;1274693;271114;84000;14;
257;30848;7;1163376;1275271;111895;84000;15;
239;30948;7;1075825;1169033;93208;84000;16;
825;30897;8;1320930;1325495;4565;84000;17;
594;30777;7;905944;1161262;255318;84000;18;
128;30942;8;900229;1370167;469938;84000;19;
287;30902;7;1139662;1179367;39705;84000;20;
215;30920;8;1068152;1209351;141199;84000;21;
582;30849;7;976448;1278482;302034;84000;22;
947;30822;7;986414;1424116;437702;84000;23;
496;30916;8;880445;1188038;307593;84000;24;
373;30916;8;1454719;1466792;12073;84000;25;
524;30969;7;1020646;1107340;86694;84000;26;
401;30883;8;915521;1354526;439005;84000;27;
623;30675;7;999720;1057927;58207;84000;28;
231;30843;7;905935;1241728;335793;84000;29;
165;30884;7;857166;1247308;390142;84000;30;
201;30813;7;926549;1157513;230964;84000;31;
214;30982;9;877938;1312839;434901;84000;32;
707;30887;8;1031556;1183380;151824;84000;33;
248;30805;8;835762;1132785;297023;84000;34;
331;30847;7;955944;1352301;396357;84000;35;
145;30908;8;904635;1093910;189275;84000;36;
130;30895;7;1032639;1157808;125169;84000;37;
311;30741;8;968631;1206508;237877;84000;38;
437;30922;8;991841;1372103;380262;84000;39;
286;30885;8;1049882;1193176;143294;84000;40;
664;30929;8;1322312;1538605;216293;84000;41;
226;30864;7;1103139;1330989;227850;84000;42;
229;30934;8;1008692;1113049;104357;84000;43;
319;30872;7;869115;1171520;302405;84000;44;
483;30852;7;892465;1094750;202285;84000;45;
167;31015;9;1017066;1153690;136624;84000;46;
401;30893;8;974040;1180641;206601;84000;47;
266;30737;8;1119901;1346531;226630;84000;48;
305;30949;7;896061;1124251;228190;84000;49;
510;31254;8;990557;1130930;140373;85000;0;
320;31347;7;1132444;1239548;107104;85000;1;
74;31196;8;1308849;1332517;23668;85000;2;
290;31405;8;1162692;1175277;12585;85000;3;
329;31253;8;964727;1495577;530850;85000;4;
556;31194;8;1019274;1239453;220179;85000;5;
374;31285;8;1004988;1132316;127328;85000;6;
773;31273;9;1079363;1224681;145318;85000;7;
146;31124;8;999817;1321284;321467;85000;8;
149;31195;8;1350639;1465384;114745;85000;9;
394;31348;7;1075655;1335438;259783;85000;10;
157;31268;8;1002292;1259412;257120;85000;11;
700;31244;9;896736;1114554;217818;85000;12;
159;31179;7;1057129;1343303;286174;85000;13;
159;31316;8;1006386;1106541;100155;85000;14;
433;31233;8;1114383;1948723;834340;85000;15;
68;31232;8;1030303;1347301;316998;85000;16;
930;31202;8;1008459;1442092;433633;85000;17;
329;31334;8;1020647;1129239;108592;85000;18;
184;31184;7;1020538;1185750;165212;85000;19;
802;31328;8;921502;1171688;250186;85000;20;
405;31312;9;931386;1255671;324285;85000;21;
397;31327;8;1083259;1245488;162229;85000;22;
587;31427;9;1120165;1176707;56542;85000;23;
239;31336;7;858596;1243265;384669;85000;24;
225;31274;7;1062068;1437985;375917;85000;25;
208;31179;10;1033726;1252644;218918;85000;26;
304;31156;8;1070404;1317781;247377;85000;27;
195;31237;8;1035652;1161591;125939;85000;28;
318;31372;8;939992;1186884;246892;85000;29;
53;31197;8;976904;1052782;75878;85000;30;
384;31375;7;892212;1386921;494709;85000;31;
301;31274;9;995601;1260699;265098;85000;32;
766;31229;8;993841;1096791;102950;85000;33;
288;31276;9;976481;1318822;342341;85000;34;
711;31172;8;964425;1174770;210345;85000;35;
160;31376;8;872972;1187365;314393;85000;36;
348;31223;7;1205679;1278008;72329;85000;37;
287;31282;8;962718;1132622;169904;85000;38;
200;31352;9;904094;1095162;191068;85000;39;
226;31153;8;1097987;1305071;207084;85000;40;
481;31325;8;899875;1243868;343993;85000;41;
686;31360;7;932166;1164796;232630;85000;42;
852;31108;8;1065432;1623585;558153;85000;43;
620;31250;8;938093;1291122;353029;85000;44;
264;31302;7;917065;1127859;210794;85000;45;
332;31285;7;1148968;1308370;159402;85000;46;
410;31390;9;1049568;1446687;397119;85000;47;
99;31069;8;926309;1125257;198948;85000;48;
327;31071;7;859326;1349779;490453;85000;49;
246;31668;9;1073967;1224386;150419;86000;0;
199;31675;8;958189;1183022;224833;86000;1;
470;31585;8;1118567;1232318;113751;86000;2;
228;31639;8;1097375;1272527;175152;86000;3;
105;31728;8;1337220;1657974;320754;86000;4;
575;31783;7;1020458;1103693;83235;86000;5;
609;31625;10;1108745;1273186;164441;86000;6;
90;31598;7;1040221;1238704;198483;86000;7;
369;31644;8;995716;1178800;183084;86000;8;
379;31718;7;1086711;1269987;183276;86000;9;
701;31622;7;1170783;1231388;60605;86000;10;
339;31690;9;1042931;1447400;404469;86000;11;
166;31609;8;902511;1279334;376823;86000;12;
464;31563;7;874219;1195735;321516;86000;13;
45;31580;8;910112;1142308;232196;86000;14;
132;31822;7;913953;1294447;380494;86000;15;
236;31584;7;1054469;1205033;150564;86000;16;
434;31589;8;835372;1258177;422805;86000;17;
228;31568;8;842924;1124433;281509;86000;18;
223;31696;8;929631;1127921;198290;86000;19;
358;31618;7;912674;1294232;381558;86000;20;
513;31646;8;1099498;1213754;114256;86000;21;
474;31628;7;956310;1069608;113298;86000;22;
894;31500;8;1250387;1315984;65597;86000;23;
506;31690;8;861298;1238231;376933;86000;24;
381;31528;7;1060765;1281489;220724;86000;25;
169;31773;8;1070973;1179143;108170;86000;26;
280;31645;7;1001544;1130291;128747;86000;27;
466;31666;7;941603;1215420;273817;86000;28;
120;31539;8;1154138;1303609;149471;86000;29;
610;31630;8;946711;1223069;276358;86000;30;
468;31727;8;1243637;1243694;57;86000;31;
296;31665;9;929000;1355137;426137;86000;32;
351;31489;8;975399;1235919;260520;86000;33;
41;31603;8;1159300;1248582;89282;86000;34;
229;31628;7;1231097;1395607;164510;86000;35;
601;31421;8;1148657;1238046;89389;86000;36;
500;31608;7;881568;1145342;263774;86000;37;
164;31619;7;1031541;1205166;173625;86000;38;
466;31859;7;973410;1339481;366071;86000;39;
269;31610;7;920856;1082967;162111;86000;40;
127;31538;8;1102211;1190375;88164;86000;41;
553;31605;8;1068421;1162811;94390;86000;42;
499;31647;7;967391;1237045;269654;86000;43;
288;31626;7;884377;1204313;319936;86000;44;
456;31547;8;1129816;1220928;91112;86000;45;
419;31750;7;1125009;1284732;159723;86000;46;
256;31724;7;1212981;1251067;38086;86000;47;
385;31619;7;956955;1261049;304094;86000;48;
464;31731;7;1000618;1301336;300718;86000;49;
639;31907;9;902331;1134313;231982;87000;0;
375;32112;7;974622;1122577;147955;87000;1;
159;31955;8;1101103;1310197;209094;87000;2;
131;32067;8;1195255;1199626;4371;87000;3;
270;32010;8;1131990;1293766;161776;87000;4;
281;32035;8;1125383;1242106;116723;87000;5;
406;32172;8;1063513;1125646;62133;87000;6;
420;32080;7;1069284;1324110;254826;87000;7;
450;31832;7;1120671;1171689;51018;87000;8;
473;31989;8;1016143;1342297;326154;87000;9;
394;32067;7;1317654;1507039;189385;87000;10;
200;31840;8;1171508;1233300;61792;87000;11;
140;31995;8;1139843;1189374;49531;87000;12;
347;32078;8;982208;1327998;345790;87000;13;
624;31933;7;969645;1375426;405781;87000;14;
458;31983;8;1187107;1384935;197828;87000;15;
341;31879;7;956243;1239787;283544;87000;16;
591;32015;8;1024720;1298102;273382;87000;17;
604;32095;8;952540;1270914;318374;87000;18;
275;32023;7;1238700;1385289;146589;87000;19;
422;32063;8;1281205;1297458;16253;87000;20;
164;31907;8;1126910;1600621;473711;87000;21;
249;31882;9;976667;1102144;125477;87000;22;
362;31991;9;955968;1317731;361763;87000;23;
583;31877;7;1036654;1404796;368142;87000;24;
298;31899;8;990990;1276104;285114;87000;25;
330;32008;7;1006195;1256220;250025;87000;26;
75;31925;7;969644;1422303;452659;87000;27;
90;31826;9;959827;1034151;74324;87000;28;
348;31988;7;909032;1184151;275119;87000;29;
546;31907;9;1052596;1070021;17425;87000;30;
289;31894;8;1113563;1201516;87953;87000;31;
435;32060;7;1167033;1330829;163796;87000;32;
353;31905;8;1163449;1249563;86114;87000;33;
24;32041;8;1132026;1206339;74313;87000;34;
515;31998;7;925279;1253210;327931;87000;35;
823;31828;7;1028562;1244284;215722;87000;36;
854;32061;8;1034493;1327682;293189;87000;37;
147;31922;7;864095;1384727;520632;87000;38;
431;32126;8;950033;1457353;507320;87000;39;
208;32002;7;1030423;1409350;378927;87000;40;
314;32148;7;1021497;1225982;204485;87000;41;
692;32063;7;1034911;1305980;271069;87000;42;
231;31882;7;1157365;1337541;180176;87000;43;
564;32038;8;1063048;1318408;255360;87000;44;
281;31969;8;971207;1243039;271832;87000;45;
690;31895;8;1051898;1208845;156947;87000;46;
294;31958;7;913867;1104044;190177;87000;47;
456;31890;8;956315;1149882;193567;87000;48;
398;32071;8;874071;1232579;358508;87000;49;
223;32421;7;1100743;1191048;90305;88000;0;
727;32491;8;1115559;1246172;130613;88000;1;
385;32478;8;977139;1486750;509611;88000;2;
389;32265;8;869737;1181020;311283;88000;3;
535;32335;8;977296;1062011;84715;88000;4;
126;32381;8;1203807;1325685;121878;88000;5;
413;32374;8;1039502;1294530;255028;88000;6;
297;32573;8;978450;1179510;201060;88000;7;
121;32613;8;1054717;1205601;150884;88000;8;
313;32384;8;989570;1243981;254411;88000;9;
958;32307;8;877106;1267108;390002;88000;10;
568;32471;8;1468303;1593726;125423;88000;11;
555;32450;7;1066733;1182712;115979;88000;12;
456;32310;7;941549;1267522;325973;88000;13;
444;32107;9;1033993;1440486;406493;88000;14;
408;32390;9;1144654;1160615;15961;88000;15;
637;32410;7;1028454;1160807;132353;88000;16;
253;32458;8;898439;1199422;300983;88000;17;
279;32521;7;1181764;1366772;185008;88000;18;
256;32317;7;970907;1223438;252531;88000;19;
175;32245;7;1010575;1282200;271625;88000;20;
385;32324;7;942073;1124950;182877;88000;21;
28;32402;8;1052868;1346832;293964;88000;22;
131;32398;7;1083729;1346288;262559;88000;23;
327;32360;9;1145621;1433160;287539;88000;24;
228;32408;8;938952;1186047;247095;88000;25;
510;32219;9;998945;1734715;735770;88000;26;
247;32412;7;1210320;1250981;40661;88000;27;
75;32365;7;1136157;1295193;159036;88000;28;
699;32268;10;1059719;1242419;182700;88000;29;
430;32390;8;899602;1322024;422422;88000;30;
224;32279;7;938227;1307535;369308;88000;31;
590;32314;8;1058644;1681863;623219;88000;32;
292;32303;7;1167465;1240855;73390;88000;33;
425;32380;8;1333877;1661610;327733;88000;34;
491;32403;8;1055364;1290194;234830;88000;35;
64;32277;7;1158640;1327149;168509;88000;36;
447;32353;8;1065304;1243163;177859;88000;37;
358;32374;7;1071713;1104945;33232;88000;38;
100;32303;8;881801;1514088;632287;88000;39;
438;32101;7;1000313;1358015;357702;88000;40;
66;32447;7;980699;1413328;432629;88000;41;
558;32368;7;1022999;1158132;135133;88000;42;
314;32307;8;1140225;1202356;62131;88000;43;
548;32384;7;959906;1267872;307966;88000;44;
348;32538;7;1166694;1241873;75179;88000;45;
